   2.42428e-05	   9.030460e-04   9.030460e-04   8.991484e-04   8.991484e-04   9.024379e-04   9.024379e-04   8.278328e-04   8.278328e-04   8.170374e-04   8.170374e-04   8.255340e-04   8.255340e-04   6.480143e-04   6.480143e-04   6.386809e-04   6.386809e-04   6.460562e-04   6.460562e-04   5.441768e-04   5.441768e-04   5.360014e-04   5.360014e-04   5.422558e-04   5.422558e-04   5.084015e-04   5.084015e-04   5.027461e-04   5.027461e-04   5.067831e-04   5.067831e-04
4.84856e-05	   9.075843e-04   9.075843e-04   8.995711e-04   8.995711e-04   9.060021e-04   9.060021e-04   8.327887e-04   8.327887e-04   8.179837e-04   8.179837e-04   8.298607e-04   8.298607e-04   6.542136e-04   6.542136e-04   6.410101e-04   6.410101e-04   6.518254e-04   6.518254e-04   5.512367e-04   5.512367e-04   5.388058e-04   5.388058e-04   5.489168e-04   5.489168e-04   5.152570e-04   5.152570e-04   5.056651e-04   5.056651e-04   5.130366e-04   5.130366e-04
7.27284e-05	   9.123556e-04   9.123556e-04   8.998403e-04   8.998403e-04   9.098568e-04   9.098568e-04   8.380557e-04   8.380557e-04   8.187958e-04   8.187958e-04   8.346980e-04   8.346980e-04   6.610567e-04   6.610567e-04   6.431925e-04   6.431925e-04   6.582362e-04   6.582362e-04   5.579191e-04   5.579191e-04   5.414328e-04   5.414328e-04   5.554017e-04   5.554017e-04   5.224810e-04   5.224810e-04   5.084093e-04   5.084093e-04   5.197526e-04   5.197526e-04
9.69711e-05	   9.164629e-04   9.164629e-04   9.000499e-04   9.000499e-04   9.133953e-04   9.133953e-04   8.438010e-04   8.438010e-04   8.194533e-04   8.194533e-04   8.400199e-04   8.400199e-04   6.676790e-04   6.676790e-04   6.452168e-04   6.452168e-04   6.645248e-04   6.645248e-04   5.641245e-04   5.641245e-04   5.439142e-04   5.439142e-04   5.614423e-04   5.614423e-04   5.285552e-04   5.285552e-04   5.109849e-04   5.109849e-04   5.258933e-04   5.258933e-04
0.000121214	   9.196552e-04   9.196552e-04   9.002022e-04   9.002022e-04   9.163597e-04   9.163597e-04   8.499473e-04   8.499473e-04   8.199115e-04   8.199115e-04   8.456157e-04   8.456157e-04   6.747778e-04   6.747778e-04   6.470373e-04   6.470373e-04   6.712622e-04   6.712622e-04   5.707044e-04   5.707044e-04   5.462212e-04   5.462212e-04   5.676482e-04   5.676482e-04   5.348508e-04   5.348508e-04   5.133642e-04   5.133642e-04   5.321102e-04   5.321102e-04
0.000145457	   9.230206e-04   9.230206e-04   9.002628e-04   9.002628e-04   9.193000e-04   9.193000e-04   8.557980e-04   8.557980e-04   8.201119e-04   8.201119e-04   8.511062e-04   8.511062e-04   6.816490e-04   6.816490e-04   6.485827e-04   6.485827e-04   6.778971e-04   6.778971e-04   5.781408e-04   5.781408e-04   5.482790e-04   5.482790e-04   5.746226e-04   5.746226e-04   5.418833e-04   5.418833e-04   5.154931e-04   5.154931e-04   5.387880e-04   5.387880e-04
0.000169699	   9.266817e-04   9.266817e-04   9.001751e-04   9.001751e-04   9.224929e-04   9.224929e-04   8.604495e-04   8.604495e-04   8.199919e-04   8.199919e-04   8.556486e-04   8.556486e-04   6.878150e-04   6.878150e-04   6.497766e-04   6.497766e-04   6.838489e-04   6.838489e-04   5.855097e-04   5.855097e-04   5.499971e-04   5.499971e-04   5.818329e-04   5.818329e-04   5.490031e-04   5.490031e-04   5.173084e-04   5.173084e-04   5.454913e-04   5.454913e-04
0.000193942	   9.306876e-04   9.306876e-04   8.998654e-04   8.998654e-04   9.260139e-04   9.260139e-04   8.649818e-04   8.649818e-04   8.195057e-04   8.195057e-04   8.600956e-04   8.600956e-04   6.941865e-04   6.941865e-04   6.505621e-04   6.505621e-04   6.900259e-04   6.900259e-04   5.916063e-04   5.916063e-04   5.512987e-04   5.512987e-04   5.879928e-04   5.879928e-04   5.555687e-04   5.555687e-04   5.187563e-04   5.187563e-04   5.518969e-04   5.518969e-04
0.000218185	   9.350595e-04   9.350595e-04   8.992517e-04   8.992517e-04   9.298708e-04   9.298708e-04   8.688634e-04   8.688634e-04   8.186230e-04   8.186230e-04   8.639685e-04   8.639685e-04   7.000982e-04   7.000982e-04   6.509187e-04   6.509187e-04   6.957266e-04   6.957266e-04   5.971948e-04   5.971948e-04   5.521604e-04   5.521604e-04   5.935365e-04   5.935365e-04   5.610630e-04   5.610630e-04   5.198051e-04   5.198051e-04   5.575241e-04   5.575241e-04
0.000242428	   9.398297e-04   9.398297e-04   8.982552e-04   8.982552e-04   9.340762e-04   9.340762e-04   8.726839e-04   8.726839e-04   8.173340e-04   8.173340e-04   8.677571e-04   8.677571e-04   7.057791e-04   7.057791e-04   6.508717e-04   6.508717e-04   7.012571e-04   7.012571e-04   6.029848e-04   6.029848e-04   5.525976e-04   5.525976e-04   5.990558e-04   5.990558e-04   5.666717e-04   5.666717e-04   5.204558e-04   5.204558e-04   5.631490e-04   5.631490e-04
0.000266671	   9.445967e-04   9.445967e-04   8.968807e-04   8.968807e-04   9.384733e-04   9.384733e-04   8.764490e-04   8.764490e-04   8.156623e-04   8.156623e-04   8.714925e-04   8.714925e-04   7.117361e-04   7.117361e-04   6.504896e-04   6.504896e-04   7.069378e-04   7.069378e-04   6.090596e-04   6.090596e-04   5.526938e-04   5.526938e-04   6.048296e-04   6.048296e-04   5.727364e-04   5.727364e-04   5.207601e-04   5.207601e-04   5.689619e-04   5.689619e-04
0.000290913	   9.484734e-04   9.484734e-04   8.952599e-04   8.952599e-04   9.426029e-04   9.426029e-04   8.800884e-04   8.800884e-04   8.136688e-04   8.136688e-04   8.749688e-04   8.749688e-04   7.173002e-04   7.173002e-04   6.498407e-04   6.498407e-04   7.124441e-04   7.124441e-04   6.152707e-04   6.152707e-04   5.525697e-04   5.525697e-04   6.107774e-04   6.107774e-04   5.789210e-04   5.789210e-04   5.207996e-04   5.207996e-04   5.747867e-04   5.747867e-04
0.000315156	   9.514037e-04   9.514037e-04   8.934787e-04   8.934787e-04   9.459091e-04   9.459091e-04   8.837121e-04   8.837121e-04   8.114494e-04   8.114494e-04   8.784147e-04   8.784147e-04   7.226702e-04   7.226702e-04   6.490122e-04   6.490122e-04   7.176018e-04   7.176018e-04   6.213274e-04   6.213274e-04   5.523369e-04   5.523369e-04   6.168034e-04   6.168034e-04   5.852561e-04   5.852561e-04   5.206691e-04   5.206691e-04   5.807710e-04   5.807710e-04
0.000339399	   9.544227e-04   9.544227e-04   8.914439e-04   8.914439e-04   9.488149e-04   9.488149e-04   8.874262e-04   8.874262e-04   8.091164e-04   8.091164e-04   8.818378e-04   8.818378e-04   7.282900e-04   7.282900e-04   6.481145e-04   6.481145e-04   7.229159e-04   7.229159e-04   6.267490e-04   6.267490e-04   5.521040e-04   5.521040e-04   6.222086e-04   6.222086e-04   5.903287e-04   5.903287e-04   5.204678e-04   5.204678e-04   5.861418e-04   5.861418e-04
0.000363642	   9.576116e-04   9.576116e-04   8.893416e-04   8.893416e-04   9.518506e-04   9.518506e-04   8.908572e-04   8.908572e-04   8.067775e-04   8.067775e-04   8.852306e-04   8.852306e-04   7.334300e-04   7.334300e-04   6.472480e-04   6.472480e-04   7.280641e-04   7.280641e-04   6.317522e-04   6.317522e-04   5.519438e-04   5.519438e-04   6.269985e-04   6.269985e-04   5.955955e-04   5.955955e-04   5.203135e-04   5.203135e-04   5.913132e-04   5.913132e-04
0.000387885	   9.610396e-04   9.610396e-04   8.866471e-04   8.866471e-04   9.550452e-04   9.550452e-04   8.940316e-04   8.940316e-04   8.045291e-04   8.045291e-04   8.882272e-04   8.882272e-04   7.385559e-04   7.385559e-04   6.465174e-04   6.465174e-04   7.329401e-04   7.329401e-04   6.371922e-04   6.371922e-04   5.519173e-04   5.519173e-04   6.321320e-04   6.321320e-04   6.011161e-04   6.011161e-04   5.203243e-04   5.203243e-04   5.966326e-04   5.966326e-04
0.000412127	   9.647650e-04   9.647650e-04   8.836020e-04   8.836020e-04   9.584600e-04   9.584600e-04   8.972684e-04   8.972684e-04   8.024635e-04   8.024635e-04   8.912785e-04   8.912785e-04   7.438960e-04   7.438960e-04   6.459992e-04   6.459992e-04   7.379616e-04   7.379616e-04   6.430069e-04   6.430069e-04   5.521038e-04   5.521038e-04   6.375178e-04   6.375178e-04   6.068840e-04   6.068840e-04   5.205452e-04   5.205452e-04   6.020877e-04   6.020877e-04
0.00043637	   9.688121e-04   9.688121e-04   8.802590e-04   8.802590e-04   9.621306e-04   9.621306e-04   9.005773e-04   9.005773e-04   8.006198e-04   8.006198e-04   8.943867e-04   8.943867e-04   7.493007e-04   7.493007e-04   6.457372e-04   6.457372e-04   7.431473e-04   7.431473e-04   6.489132e-04   6.489132e-04   5.525405e-04   5.525405e-04   6.431312e-04   6.431312e-04   6.129318e-04   6.129318e-04   5.210852e-04   5.210852e-04   6.076204e-04   6.076204e-04
